time,x,y,z,vx,vy,vz
8175,-340,345,-18,-23,7,1
8176,-360,349,-18,-20,4,0
8177,-377,350,-19,-17,1,-1
8178,-391,348,-21,-14,-2,-2
8179,-402,343,-24,-11,-5,-3
8180,-410,335,-28,-8,-8,-4
8181,-415,324,-32,-5,-11,-4
8182,-417,310,-33,-2,-14,-1
8183,-416,293,-31,1,-17,2
8184,-412,273,-26,4,-20,5
8185,-405,250,-20,7,-23,6
8186,-395,224,-13,10,-26,7
8187,-382,195,-6,13,-29,7
8188,-366,165,0,16,-30,6
8189,-347,134,5,19,-31,5
8190,-325,102,9,22,-32,4
8191,-300,69,12,25,-33,3
8192,-274,35,14,26,-34,2
8193,-247,2,16,27,-33,2
8194,-219,-30,19,28,-32,3
8195,-190,-61,23,29,-31,4
8196,-160,-91,28,30,-30,5
8197,-129,-120,34,31,-29,6
8198,-97,-148,39,32,-28,5
8199,-64,-173,42,33,-25,3
8200,-30,-195,42,34,-22,0
8201,5,-214,39,35,-19,-3
8202,41,-230,33,36,-16,-6
8203,74,-243,24,33,-13,-9
8204,104,-253,12,30,-10,-12
8205,131,-260,0,27,-7,-12
8206,155,-264,-11,24,-4,-11
8207,176,-265,-21,21,-1,-10
8208,194,-263,-30,18,2,-9
8209,211,-258,-38,17,5,-8
8210,227,-250,-45,16,8,-7
8211,242,-239,-52,15,11,-7
8212,256,-225,-60,14,14,-8
8213,269,-208,-67,13,17,-7
8214,281,-188,-73,12,20,-6
8215,292,-167,-78,11,21,-5
8216,302,-145,-82,10,22,-4
8217,311,-122,-84,9,23,-2
8218,319,-98,-83,8,24,1
8219,326,-75,-79,7,23,4
8220,332,-53,-72,6,22,7
8221,337,-32,-62,5,21,10
8222,341,-12,-49,4,20,13
8223,344,7,-34,3,19,15
8224,346,25,-18,2,18,16
8225,347,42,-3,1,17,15
8226,347,58,11,0,16,14
8227,344,73,24,-3,15,13
8228,338,87,36,-6,14,12
8229,329,100,46,-9,13,10
8230,317,112,55,-12,12,9
8231,302,123,63,-15,11,8
8232,284,133,70,-18,10,7
8233,263,142,76,-21,9,6
8234,239,148,81,-24,6,5
8235,212,151,84,-27,3,3
8236,182,151,84,-30,0,0
8237,149,148,81,-33,-3,-3
8238,113,142,75,-36,-6,-6
8239,74,133,66,-39,-9,-9
8240,32,121,54,-42,-12,-12
8241,-13,108,40,-45,-13,-14
8242,-57,94,25,-44,-14,-15
8243,-100,79,9,-43,-15,-16
8244,-140,63,-8,-40,-16,-17
8245,-177,48,-24,-37,-15,-16
8246,-211,34,-39,-34,-14,-15
8247,-242,21,-52,-31,-13,-13
8248,-270,9,-64,-28,-12,-12
8249,-295,-2,-75,-25,-11,-11
8250,-317,-12,-85,-22,-10,-10
8251,-336,-21,-94,-19,-9,-9
8252,-352,-29,-102,-16,-8,-8
8253,-365,-36,-108,-13,-7,-6
8254,-375,-42,-111,-10,-6,-3
8255,-382,-47,-111,-7,-5,0
8256,-386,-51,-108,-4,-4,3
8257,-387,-54,-102,-1,-3,6
8258,-385,-56,-93,2,-2,9
8259,-380,-57,-82,5,-1,11
8260,-372,-57,-70,8,0,12
8261,-361,-56,-57,11,1,13
8262,-349,-54,-43,12,2,14
8263,-336,-51,-28,13,3,15
8264,-322,-47,-12,14,4,16
8265,-307,-42,4,15,5,16
8266,-291,-36,21,16,6,17
8267,-274,-29,37,17,7,16
8268,-256,-23,52,18,6,15
8269,-237,-18,66,19,5,14
8270,-217,-14,79,20,4,13
8271,-196,-9,90,21,5,11
8272,-174,-3,98,22,6,8
8273,-151,4,103,23,7,5
8274,-127,11,105,24,7,2
8275,-102,17,104,25,6,-1
8276,-76,22,100,26,5,-4
8277,-49,26,94,27,4,-6
8278,-21,29,87,28,3,-7
8279,8,31,79,29,2,-8
8280,37,32,70,29,1,-9
8281,65,32,60,28,0,-10
8282,92,31,49,27,-1,-11
8283,118,29,36,26,-2,-13
8284,143,26,20,25,-3,-16
8285,167,22,1,24,-4,-19
8286,190,17,-19,23,-5,-20
8287,212,11,-40,22,-6,-21
8288,233,4,-60,21,-7,-20
8289,253,-4,-78,20,-8,-18
8290,272,-13,-93,19,-9,-15
8291,290,-21,-105,18,-8,-12
8292,307,-28,-114,17,-7,-9
8293,323,-34,-120,16,-6,-6
8294,338,-39,-123,15,-5,-3
8295,352,-43,-124,14,-4,-1
8296,365,-46,-124,13,-3,0
8297,375,-48,-123,10,-2,1
8298,382,-49,-121,7,-1,2
8299,386,-49,-118,4,0,3
8300,387,-48,-114,1,1,4
8301,385,-46,-108,-2,2,6
8302,380,-43,-99,-5,3,9
8303,372,-39,-87,-8,4,12
8304,361,-34,-72,-11,5,15
8305,347,-28,-54,-14,6,18
8306,330,-23,-33,-17,5,21
8307,310,-17,-12,-20,6,21
8308,287,-10,8,-23,7,20
8309,261,-2,27,-26,8,19
8310,232,7,43,-29,9,16
8311,200,17,56,-32,10,13
8312,165,28,66,-35,11,10
8313,127,38,74,-38,10,8
8314,88,47,81,-39,9,7
8315,48,55,87,-40,8,6
8316,7,62,92,-41,7,5
8317,-35,68,96,-42,6,4
8318,-74,73,99,-39,5,3
8319,-110,77,100,-36,4,1
8320,-143,80,98,-33,3,-2
8321,-173,82,93,-30,2,-5
8322,-200,83,85,-27,1,-8
8323,-224,83,74,-24,0,-11
8324,-245,82,60,-21,-1,-14
8325,-263,80,44,-18,-2,-16
8326,-278,77,29,-15,-3,-15
8327,-290,73,15,-12,-4,-14
8328,-301,68,2,-11,-5,-13
8329,-311,62,-10,-10,-6,-12
8330,-320,55,-21,-9,-7,-11
8331,-328,47,-32,-8,-8,-11
8332,-335,38,-44,-7,-9,-12
8333,-341,28,-55,-6,-10,-11
8334,-346,17,-65,-5,-11,-10
8335,-350,5,-74,-4,-12,-9
8336,-353,-8,-82,-3,-13,-8
8337,-355,-22,-88,-2,-14,-6
8338,-356,-35,-91,-1,-13,-3
8339,-356,-47,-91,0,-12,0
8340,-355,-56,-88,1,-9,3
8341,-353,-64,-82,2,-8,6
8342,-350,-71,-73,3,-7,9
8343,-344,-77,-64,6,-6,9
8344,-335,-82,-56,9,-5,8
8345,-323,-86,-49,12,-4,7
8346,-308,-89,-43,15,-3,6
8347,-290,-91,-38,18,-2,5
8348,-269,-92,-34,21,-1,4
8349,-245,-92,-30,24,0,4
8350,-218,-91,-25,27,1,5
8351,-188,-89,-19,30,2,6
8352,-155,-86,-12,33,3,7
8353,-119,-82,-4,36,4,8
8354,-80,-77,5,39,5,9
8355,-38,-71,14,42,6,9
8356,7,-64,22,45,7,8
8357,51,-56,27,44,8,5
8358,92,-47,29,41,9,2
8359,130,-37,28,38,10,-1
8360,165,-26,24,35,11,-4
8361,197,-14,18,32,12,-6
8362,226,-1,13,29,13,-5
8363,252,13,9,26,14,-4
8364,275,28,6,23,15,-3
8365,295,44,4,20,16,-2
8366,312,61,3,17,17,-1
8367,326,79,2,14,18,-1
8368,337,96,0,11,17,-2
8369,345,111,-3,8,15,-3
8370,350,123,-7,5,12,-4
8371,352,132,-12,2,9,-5
8372,351,138,-18,-1,6,-6
8373,349,141,-24,-2,3,-6
8374,346,141,-29,-3,0,-5
8375,342,138,-33,-4,-3,-4
8376,337,132,-36,-5,-6,-3
8377,331,125,-38,-6,-7,-2
8378,324,117,-39,-7,-8,-1
8379,316,108,-40,-8,-9,-1
8380,307,98,-40,-9,-10,0
8381,297,87,-39,-10,-11,1
8382,286,75,-37,-11,-12,2
8383,274,62,-34,-12,-13,3
8384,261,48,-32,-13,-14,2
8385,247,33,-30,-14,-15,2
8386,232,17,-27,-15,-16,3
8387,216,0,-23,-16,-17,4
8388,197,-18,-18,-19,-18,5
8389,175,-37,-12,-22,-19,6
8390,150,-57,-5,-25,-20,7
8391,122,-78,2,-28,-21,7
8392,91,-100,8,-31,-22,6
8393,57,-123,13,-34,-23,5
8394,20,-145,17,-37,-22,4
8395,-18,-166,20,-38,-21,3
8396,-55,-186,22,-37,-20,2
8397,-91,-203,24,-36,-17,2
8398,-126,-217,27,-35,-14,3
8399,-160,-228,31,-34,-11,4
8400,-193,-236,36,-33,-8,5
8401,-225,-241,42,-32,-5,6
8402,-256,-243,47,-31,-2,5
8403,-284,-242,50,-28,1,3
8404,-309,-238,50,-25,4,0
8405,-331,-231,47,-22,7,-3
8406,-350,-221,41,-19,10,-6
8407,-366,-208,32,-16,13,-9
8408,-379,-192,22,-13,16,-10
8409,-389,-173,12,-10,19,-10
8410,-396,-151,3,-7,22,-9
8411,-400,-126,-5,-4,25,-8
8412,-401,-100,-12,-1,26,-7
8413,-399,-73,-18,2,27,-6
8414,-394,-45,-23,5,28,-5
8415,-386,-16,-28,8,29,-5
8416,-375,14,-34,11,30,-6
8417,-361,45,-41,14,31,-7
8418,-346,77,-49,15,32,-8
8419,-330,110,-58,16,33,-9
8420,-313,142,-68,17,32,-10
8421,-295,173,-78,18,31,-10
8422,-276,203,-87,19,30,-9
8423,-256,230,-93,20,27,-6
8424,-235,254,-96,21,24,-3
8425,-213,275,-96,22,21,0
8426,-190,293,-93,23,18,3
8427,-166,308,-88,24,15,5
8428,-141,320,-82,25,12,6
8429,-115,329,-75,26,9,7
8430,-88,335,-67,27,6,8
8431,-60,338,-58,28,3,9
8432,-31,338,-48,29,0,10
8433,1,335,-38,32,-3,10
8434,34,329,-27,33,-6,11
8435,66,320,-15,32,-9,12
8436,97,308,-2,31,-12,13
8437,127,293,12,30,-15,14
8438,156,275,27,29,-18,15
8439,184,254,42,28,-21,15
8440,211,230,56,27,-24,14
8441,237,203,69,26,-27,13
8442,262,173,79,25,-30,10
8443,286,140,86,24,-33,7
8444,309,104,90,23,-36,4
8445,331,65,92,22,-39,2
8446,350,25,93,19,-40,1
8447,366,-16,93,16,-41,0
8448,379,-58,92,13,-42,-1
8449,389,-99,90,10,-41,-2
8450,396,-139,87,7,-40,-3
8451,400,-176,82,4,-37,-5
8452,401,-210,74,1,-34,-8
8453,399,-241,63,-2,-31,-11
8454,394,-269,49,-5,-28,-14
8455,386,-294,32,-8,-25,-17
8456,375,-316,12,-11,-22,-20
8457,361,-335,-8,-14,-19,-20
8458,344,-351,-27,-17,-16,-19
8459,326,-364,-45,-18,-13,-18
8460,307,-374,-62,-19,-10,-17
8461,287,-381,-76,-20,-7,-14
8462,266,-385,-87,-21,-4,-11
8463,244,-386,-96,-22,-1,-9
8464,221,-384,-104,-23,2,-8
8465,197,-379,-111,-24,5,-7
8466,172,-371,-117,-25,8,-6
8467,146,-360,-122,-26,11,-5
8468,119,-346,-126,-27,14,-4
8469,91,-329,-128,-28,17,-2
8470,62,-309,-127,-29,20,1
8471,32,-286,-123,-30,23,4
8472,-1,-260,-116,-33,26,7
8473,-35,-231,-106,-34,29,10
8474,-68,-199,-93,-33,32,13
8475,-100,-164,-78,-32,35,15
8476,-131,-126,-62,-31,38,16
8477,-161,-85,-45,-30,41,17
8478,-190,-41,-27,-29,44,18
8479,-218,4,-8,-28,45,19
8480,-245,50,10,-27,46,18
8481,-271,95,28,-26,45,18
8482,-296,139,45,-25,44,17
8483,-320,180,61,-24,41,16
8484,-343,218,76,-23,38,15
8485,-363,253,90,-20,35,14
8486,-380,285,103,-17,32,13
8487,-394,314,114,-14,29,11
8488,-405,340,122,-11,26,8
8489,-413,363,127,-8,23,5
8490,-418,383,129,-5,20,2
8491,-420,400,128,-2,17,-1
8492,-419,414,124,1,14,-4
8493,-415,425,118,4,11,-6
8494,-408,433,111,7,8,-7
8495,-398,438,103,10,5,-8
8496,-385,440,94,13,2,-9
8497,-369,439,84,16,-1,-10
8498,-352,435,73,17,-4,-11
8499,-334,428,60,18,-7,-13
8500,-315,418,44,19,-10,-16
8501,-295,405,25,20,-13,-19
8502,-274,389,3,21,-16,-22
8503,-252,370,-20,22,-19,-23
8504,-229,348,-44,23,-22,-24
8505,-205,323,-66,24,-25,-22
8506,-180,295,-85,25,-28,-19
8507,-154,264,-101,26,-31,-16
8508,-127,230,-114,27,-34,-13
8509,-99,193,-124,28,-37,-10
8510,-70,153,-131,29,-40,-7
8511,-38,110,-136,32,-43,-5
8512,-3,64,-140,35,-46,-4
8513,33,17,-143,36,-47,-3
8514,68,-31,-145,35,-48,-2
8515,102,-78,-146,34,-47,-1
8516,135,-124,-146,33,-46,0
8517,167,-169,-144,32,-45,2
8518,198,-211,-139,31,-42,5
8519,228,-250,-131,30,-39,8
8520,257,-286,-120,29,-36,11
8521,283,-319,-106,26,-33,14
8522,306,-349,-89,23,-30,17
8523,326,-376,-70,20,-27,19
8524,343,-400,-50,17,-24,20
8525,357,-421,-29,14,-21,21
8526,368,-439,-7,11,-18,22
8527,376,-454,14,8,-15,21
8528,381,-466,32,5,-12,18
8529,383,-475,48,2,-9,16
8530,382,-481,63,-1,-6,15
8531,378,-484,77,-4,-3,14
8532,373,-484,90,-5,0,13
8533,367,-481,102,-6,3,12
8534,360,-475,113,-7,6,11
8535,352,-466,122,-8,9,9
8536,343,-454,128,-9,12,6
8537,333,-439,131,-10,15,3
8538,322,-421,131,-11,18,0
8539,310,-400,128,-12,21,-3
8540,297,-376,122,-13,24,-6
8541,283,-349,114,-14,27,-8
8542,268,-319,105,-15,30,-9
8543,250,-286,95,-18,33,-10
8544,229,-250,84,-21,36,-11
8545,205,-211,72,-24,39,-12
8546,178,-169,59,-27,42,-13
8547,148,-124,44,-30,45,-15
8548,115,-78,26,-33,46,-18
8549,79,-31,5,-36,47,-21
8550,40,17,-17,-39,48,-22
8551,-2,66,-40,-42,49,-23
8552,-45,114,-62,-43,48,-22
8553,-87,159,-82,-42,45,-20
8554,-126,201,-99,-39,42,-17
8555,-162,240,-113,-36,39,-14
8556,-195,276,-124,-33,36,-11
8557,-225,309,-132,-30,33,-8
8558,-252,339,-137,-27,30,-5
8559,-276,366,-140,-24,27,-3
8560,-297,390,-142,-21,24,-2
8561,-315,411,-143,-18,21,-1
8562,-330,429,-143,-15,18,0
8563,-342,444,-142,-12,15,1
8564,-351,456,-140,-9,12,2
8565,-357,465,-136,-6,9,4
8566,-360,471,-129,-3,6,7
8567,-362,474,-119,-2,3,10
8568,-363,474,-106,-1,0,13
8569,-363,471,-90,0,-3,16
8570,-362,465,-71,1,-6,19
8571,-360,456,-50,2,-9,21
8572,-357,444,-30,3,-12,20
8573,-353,429,-11,4,-15,19
8574,-348,411,7,5,-18,18
8575,-342,390,24,6,-21,17
8576,-335,366,38,7,-24,14
8577,-327,339,50,8,-27,12
8578,-318,309,61,9,-30,11
8579,-308,276,71,10,-33,10
8580,-295,240,80,13,-36,9
8581,-279,201,88,16,-39,8
8582,-260,161,95,19,-40,7
8583,-238,120,100,22,-41,5
8584,-213,78,102,25,-42,2
8585,-185,35,101,28,-43,-1
8586,-154,-9,97,31,-44,-4
8587,-120,-54,90,34,-45,-7
8588,-83,-98,80,37,-44,-10
8589,-43,-141,68,40,-43,-12
8590,0,-181,55,43,-40,-13
8591,44,-218,43,44,-37,-12
8592,87,-252,32,43,-34,-11
8593,127,-283,22,40,-31,-10
8594,164,-311,13,37,-28,-9
8595,198,-336,4,34,-25,-9
8596,229,-358,-6,31,-22,-10
8597,257,-377,-17,28,-19,-11
8598,282,-393,-29,25,-16,-12
8599,304,-406,-42,22,-13,-13
8600,323,-416,-54,19,-10,-12
8601,339,-423,-64,16,-7,-10
8602,352,-427,-71,13,-4,-7
8603,362,-428,-75,10,-1,-4
8604,369,-426,-76,7,2,-1
8605,373,-421,-74,4,5,2
8606,374,-413,-69,1,8,5
8607,372,-402,-62,-2,11,7
8608,367,-388,-56,-5,14,6
8609,359,-371,-51,-8,17,5
8610,350,-351,-47,-9,20,4
8611,340,-328,-44,-10,23,3
8612,329,-302,-40,-11,26,4
8613,317,-273,-35,-12,29,5
8614,304,-241,-29,-13,32,6
8615,290,-206,-22,-14,35,7
8616,275,-170,-14,-15,36,8
8617,259,-133,-7,-16,37,7
8618,242,-95,-1,-17,38,6
8619,224,-56,4,-18,39,5
8620,205,-16,8,-19,40,4
8621,185,25,11,-20,41,3
8622,164,65,15,-21,40,4
8623,142,104,20,-22,39,5
8624,119,142,24,-23,38,4
8625,95,177,27,-24,35,3
8626,70,209,29,-25,32,2
8627,42,238,28,-28,29,-1
8628,11,264,24,-31,26,-4
8629,-23,287,19,-34,23,-5
8630,-56,307,13,-33,20,-6
8631,-88,324,6,-32,17,-7
8632,-119,338,0,-31,14,-6
8633,-149,349,-5,-30,11,-5
8634,-178,357,-9,-29,8,-4
8635,-206,362,-12,-28,5,-3
8636,-233,364,-14,-27,2,-2
8637,-259,363,-17,-26,-1,-3
8638,-284,359,-21,-25,-4,-4
8639,-308,352,-26,-24,-7,-5
8640,-331,342,-32,-23,-10,-6
8641,-351,329,-39,-20,-13,-7
8642,-368,313,-45,-17,-16,-6
8643,-382,294,-50,-14,-19,-5
8644,-393,272,-54,-11,-22,-4
8645,-401,247,-56,-8,-25,-2
8646,-406,221,-55,-5,-26,1
8647,-408,194,-53,-2,-27,2
8648,-407,166,-50,1,-28,3
8649,-403,137,-46,4,-29,4
8650,-396,107,-41,7,-30,5
8651,-386,76,-37,10,-31,4
8652,-373,44,-34,13,-32,3
8653,-357,11,-30,16,-33,4
8654,-338,-21,-25,19,-32,5
8655,-316,-52,-19,22,-31,6
8656,-293,-82,-12,23,-30,7
8657,-269,-111,-4,24,-29,8
8658,-244,-139,5,25,-28,9
8659,-218,-164,15,26,-25,10
8660,-191,-186,26,27,-22,11
8661,-163,-205,36,28,-19,10
8662,-134,-221,45,29,-16,9
8663,-104,-234,53,30,-13,8
8664,-73,-244,60,31,-10,7
8665,-41,-251,66,32,-7,6
8666,-8,-255,69,33,-4,3
8667,24,-256,69,32,-1,0
8668,53,-254,66,29,2,-3
8669,79,-249,62,26,5,-4
8670,104,-241,57,25,8,-5
8671,128,-232,51,24,9,-6
8672,151,-222,44,23,10,-7
8673,173,-211,36,22,11,-8
8674,194,-199,27,21,12,-9
8675,214,-186,19,20,13,-8
8676,233,-172,12,19,14,-7
8677,251,-157,4,18,15,-8
8678,268,-141,-5,17,16,-9
8679,284,-124,-15,16,17,-10
8680,299,-106,-26,15,18,-11
8681,313,-87,-38,14,19,-12
8682,326,-67,-51,13,20,-13
8683,338,-46,-65,12,21,-14
8684,349,-24,-80,11,22,-15
8685,359,-3,-94,10,21,-14
8686,368,17,-107,9,20,-13
8687,374,36,-117,6,19,-10
8688,377,54,-124,3,18,-7
8689,377,71,-128,0,17,-4
8690,374,87,-129,-3,16,-1
8691,368,102,-127,-6,15,2
8692,359,116,-122,-9,14,5
8693,347,129,-114,-12,13,8
8694,332,139,-103,-15,10,11
8695,314,146,-89,-18,7,14
8696,293,150,-72,-21,4,17
8697,269,151,-52,-24,1,20
8698,242,149,-29,-27,-2,23
8699,212,146,-7,-30,-3,22
8700,179,142,14,-33,-4,21
8701,143,137,34,-36,-5,20
8702,104,131,53,-39,-6,19
8703,62,124,69,-42,-7,16
8704,19,116,82,-43,-8,13
8705,-23,107,92,-42,-9,10
8706,-64,97,99,-41,-10,7
8707,-102,86,103,-38,-11,4
8708,-137,74,104,-35,-12,1
8709,-169,61,103,-32,-13,-1
8710,-198,47,101,-29,-14,-2
8711,-224,34,98,-26,-13,-3
8712,-247,22,94,-23,-12,-4
8713,-267,11,89,-20,-11,-5
8714,-284,1,83,-17,-10,-6
8715,-298,-8,76,-14,-9,-7
8716,-309,-16,68,-11,-8,-8
8717,-319,-23,59,-10,-7,-9
8718,-328,-29,49,-9,-6,-10
8719,-336,-34,38,-8,-5,-11
8720,-343,-38,25,-7,-4,-13
8721,-349,-41,9,-6,-3,-16
8722,-354,-43,-8,-5,-2,-17
8723,-358,-44,-26,-4,-1,-18
8724,-361,-44,-45,-3,0,-19
8725,-363,-43,-63,-2,1,-18
8726,-364,-41,-80,-1,2,-17
8727,-364,-38,-96,0,3,-16
8728,-363,-34,-111,1,4,-15
8729,-361,-31,-125,2,3,-14
8730,-356,-29,-136,5,2,-11
8731,-348,-26,-144,8,3,-8
8732,-337,-22,-149,11,4,-5
8733,-323,-17,-151,14,5,-2
8734,-306,-11,-150,17,6,1
8735,-286,-4,-146,20,7,4
8736,-263,4,-139,23,8,7
8737,-237,13,-129,26,9,10
8738,-208,21,-116,29,8,13
8739,-176,28,-100,32,7,16
8740,-141,34,-83,35,6,17
8741,-103,39,-65,38,5,18
8742,-62,43,-46,41,4,19
8743,-20,46,-26,42,3,20
8744,21,48,-7,41,2,19
8745,60,49,11,39,1,18
8746,96,49,28,36,0,17
8747,129,48,42,33,-1,14
8748,159,46,53,30,-2,11
8749,186,43,63,27,-3,10
8750,210,39,72,24,-4,9
8751,231,34,80,21,-5,8
8752,249,28,87,18,-6,7
8753,266,21,93,17,-7,6
8754,282,13,98,16,-8,5
8755,297,4,102,15,-9,4
8756,311,-6,105,14,-10,3
8757,324,-17,107,13,-11,2
8758,336,-27,108,12,-10,1
8759,347,-36,108,11,-9,0
8760,357,-44,107,10,-8,-1
8761,366,-51,103,9,-7,-4
8762,374,-57,96,8,-6,-7
8763,379,-62,86,5,-5,-10
8764,381,-66,73,2,-4,-13
8765,380,-69,57,-1,-3,-16
8766,376,-71,38,-4,-2,-19
8767,369,-72,16,-7,-1,-22
8768,359,-72,-7,-10,0,-23
8769,346,-71,-31,-13,1,-24
8770,330,-69,-55,-16,2,-24
8771,311,-66,-78,-19,3,-23
8772,289,-62,-98,-22,4,-20
8773,266,-57,-115,-23,5,-17
8774,242,-51,-129,-24,6,-14
8775,217,-44,-140,-25,7,-11
8776,191,-36,-148,-26,8,-8
8777,164,-27,-153,-27,9,-5
8778,136,-17,-155,-28,10,-2
8779,107,-6,-154,-29,11,1
8780,77,6,-150,-30,12,4
8781,46,19,-143,-31,13,7
8782,14,33,-133,-32,14,10
8783,-21,48,-120,-35,15,13
8784,-55,62,-104,-34,14,16
8785,-88,75,-87,-33,13,17
8786,-120,87,-69,-32,12,18
8787,-151,98,-50,-31,11,19
8788,-181,108,-32,-30,10,18
8789,-210,117,-15,-29,9,17
8790,-238,125,1,-28,8,16
8791,-265,132,16,-27,7,15
8792,-291,138,30,-26,6,14
8793,-314,143,43,-23,5,13
8794,-334,147,53,-20,4,10
8795,-351,150,60,-17,3,7
8796,-365,152,64,-14,2,4
8797,-376,153,67,-11,1,3
8798,-384,153,69,-8,0,2
8799,-389,150,70,-5,-3,1
8800,-391,144,70,-2,-6,0
8801,-390,135,69,1,-9,-1
8802,-386,123,67,4,-12,-2
8803,-381,108,64,5,-15,-3
8804,-375,92,60,6,-16,-4
8805,-368,75,55,7,-17,-5
8806,-360,57,49,8,-18,-6
8807,-351,38,44,9,-19,-5
8808,-341,18,40,10,-20,-4
8809,-330,-3,37,11,-21,-3
8810,-318,-25,33,12,-22,-4
8811,-305,-48,28,13,-23,-5
8812,-291,-70,22,14,-22,-6
8813,-274,-91,15,17,-21,-7
8814,-254,-111,7,20,-20,-8
8815,-231,-130,-2,23,-19,-9
8816,-205,-148,-12,26,-18,-10
8817,-176,-165,-23,29,-17,-11
8818,-144,-181,-35,32,-16,-12
8819,-109,-196,-46,35,-15,-11
8820,-71,-210,-56,38,-14,-10
8821,-30,-223,-65,41,-13,-9
8822,12,-235,-73,42,-12,-8
8823,53,-246,-80,41,-11,-7
8824,91,-256,-84,38,-10,-4
8825,126,-265,-85,35,-9,-1
8826,158,-273,-83,32,-8,2
8827,187,-278,-80,29,-5,3
8828,213,-280,-76,26,-2,4
8829,236,-279,-71,23,1,5
8830,256,-275,-65,20,4,6
8831,273,-268,-58,17,7,7
8832,287,-258,-50,14,10,8
8833,300,-245,-41,13,13,9
8834,312,-229,-31,12,16,10
8835,323,-210,-20,11,19,11
8836,333,-188,-8,10,22,12
8837,342,-163,3,9,25,11
8838,350,-135,13,8,28,10
8839,357,-106,22,7,29,9
8840,363,-76,30,6,30,8
8841,368,-45,37,5,31,7
8842,372,-13,41,4,32,4
8843,373,20,42,1,33,1
8844,371,52,40,-2,32,-2
8845,366,83,35,-5,31,-5
8846,358,113,27,-8,30,-8
8847,347,142,18,-11,29,-9
8848,333,170,9,-14,28,-9
8849,316,197,1,-17,27,-8
8850,296,223,-6,-20,26,-7
8851,273,248,-12,-23,25,-6
8852,247,272,-17,-26,24,-5
8853,220,295,-21,-27,23,-4
8854,192,315,-24,-28,20,-3
8855,163,332,-26,-29,17,-2
8856,133,346,-27,-30,14,-1
8857,102,357,-27,-31,11,0
8858,70,365,-26,-32,8,1
8859,37,370,-24,-33,5,2
8860,3,372,-21,-34,2,3
8861,-30,371,-17,-33,-1,4
8862,-62,367,-13,-32,-4,4
8863,-93,360,-10,-31,-7,3
8864,-123,350,-8,-30,-10,2
8865,-152,337,-7,-29,-13,1
8866,-180,321,-5,-28,-16,2
8867,-207,302,-4,-27,-19,1
8868,-233,280,-4,-26,-22,0
8869,-258,255,-5,-25,-25,-1
8870,-282,227,-7,-24,-28,-2
8871,-305,196,-10,-23,-31,-3
8872,-327,162,-14,-22,-34,-4
8873,-346,125,-19,-19,-37,-5
8874,-362,87,-23,-16,-38,-4
8875,-375,48,-26,-13,-39,-3
8876,-385,8,-28,-10,-40,-2
8877,-392,-33,-29,-7,-41,-1
8878,-396,-73,-29,-4,-40,0
8879,-397,-112,-28,-1,-39,1
8880,-395,-150,-26,2,-38,2
8881,-390,-187,-23,5,-37,3
8882,-382,-223,-19,8,-36,4
8883,-373,-256,-14,9,-33,5
8884,-363,-286,-8,10,-30,6
8885,-352,-313,-1,11,-27,7
8886,-340,-337,7,12,-24,8
8887,-327,-358,14,13,-21,7
8888,-313,-376,18,14,-18,4
8889,-298,-391,19,15,-15,1
8890,-282,-403,19,16,-12,0
8891,-265,-412,18,17,-9,-1
8892,-247,-418,16,18,-6,-2
8893,-226,-421,13,21,-3,-3
8894,-202,-421,9,24,0,-4
8895,-175,-418,4,27,3,-5
8896,-145,-412,-2,30,6,-6
8897,-112,-403,-9,33,9,-7
8898,-76,-391,-17,36,12,-8
8899,-37,-376,-24,39,15,-7
8900,5,-358,-30,42,18,-6
8901,48,-337,-35,43,21,-5
8902,90,-313,-39,42,24,-4
8903,129,-286,-42,39,27,-3
8904,165,-256,-44,36,30,-2
8905,198,-223,-45,33,33,-1
8906,228,-187,-45,30,36,0
8907,255,-148,-44,27,39,1
8908,279,-106,-42,24,42,2
8909,300,-63,-37,21,43,5
8910,318,-19,-29,18,44,8
8911,333,26,-20,15,45,9
8912,345,70,-12,12,44,8
8913,354,113,-5,9,43,7
8914,360,155,1,6,42,6
8915,365,196,6,5,41,5
8916,369,234,10,4,38,4
8917,372,269,13,3,35,3
8918,374,301,15,2,32,2
8919,375,330,16,1,29,1
8920,375,356,16,0,26,0
8921,374,379,15,-1,23,-1
8922,372,399,13,-2,20,-2
8923,369,416,10,-3,17,-3
8924,365,430,8,-4,14,-2
8925,360,441,7,-5,11,-1
8926,354,449,7,-6,8,0
8927,345,454,8,-9,5,1
8928,333,456,10,-12,2,2
8929,318,455,13,-15,-1,3
8930,300,451,16,-18,-4,3
8931,279,444,18,-21,-7,2
8932,255,434,19,-24,-10,1
8933,228,421,19,-27,-13,0
8934,198,405,18,-30,-16,-1
8935,165,386,16,-33,-19,-2
8936,129,364,15,-36,-22,-1
8937,90,339,13,-39,-25,-2
8938,48,311,10,-42,-28,-3
8939,5,280,6,-43,-31,-4
8940,-39,246,1,-44,-34,-5
8941,-80,209,-5,-41,-37,-6
8942,-118,169,-12,-38,-40,-7
8943,-153,126,-20,-35,-43,-8
8944,-185,82,-29,-32,-44,-9
8945,-214,37,-39,-29,-45,-10
8946,-240,-7,-50,-26,-44,-11
8947,-263,-50,-62,-23,-43,-12
8948,-283,-92,-75,-20,-42,-13
8949,-300,-133,-87,-17,-41,-12
8950,-314,-173,-98,-14,-40,-11
